0.420, 0.410, 0.976, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.000
0.420, 0.410, 0.976, 0.000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.000
0.420, 0.410, 0.976, 0.000, nan, nan, nan, nan, nan, -1.000, nan, nan, nan, nan, nan, nan, nan, nan, 0.000
0.410, 0.410, 1.000, 0.012, 0.018, nan, nan, nan, nan, -1.000, nan, nan, nan, nan, nan, nan, nan, nan, 0.000
0.410, 0.440, 1.073, 0.000, 0.012, nan, nan, nan, nan, -1.000, -1.000, nan, nan, nan, nan, nan, nan, nan, 0.000
0.410, 0.440, 1.073, 0.000, 0.006, nan, nan, nan, nan, -1.000, -1.000, nan, nan, nan, nan, nan, nan, nan, 0.000
0.410, 0.440, 1.073, 0.000, 0.000, nan, nan, nan, nan, -1.000, -1.000, nan, nan, nan, nan, nan, nan, nan, 0.000
0.410, 0.440, 1.073, 0.000, 0.000, 0.009, nan, nan, nan, -1.000, -1.000, nan, nan, nan, nan, nan, nan, nan, 0.000
0.410, 0.420, 1.024, 0.000, 0.000, 0.006, nan, nan, nan, -1.000, -1.000, -1.000, nan, nan, nan, -1.000, nan, nan, 0.000
0.440, 0.430, 0.977, -0.034, -0.051, -0.057, nan, nan, nan, 0.990, 0.853, 0.548, nan, nan, nan, -0.180, nan, nan, 0.000
0.440, 0.430, 0.977, 0.000, -0.034, -0.051, nan, nan, nan, 0.990, 0.853, 0.548, nan, nan, nan, -0.180, nan, nan, 0.000
0.440, 0.430, 0.977, 0.000, -0.017, -0.043, nan, nan, nan, 0.990, 0.853, 0.548, nan, nan, nan, 1.000, nan, nan, 0.000
0.440, 0.430, 0.977, 0.000, 0.000, -0.034, nan, nan, nan, 0.990, 0.853, 0.548, nan, nan, nan, 1.000, nan, nan, 0.000
0.420, 0.440, 1.048, 0.024, 0.036, 0.015, nan, nan, nan, -0.829, -0.372, -0.177, nan, nan, nan, 0.483, nan, nan, 0.000
0.430, 0.440, 1.023, -0.012, 0.006, -0.003, nan, nan, nan, 0.045, 0.048, 0.072, nan, nan, nan, 0.685, 0.021, nan, 0.000
0.430, 0.440, 1.023, 0.000, 0.000, 0.003, -0.017, nan, nan, 0.045, 0.048, 0.072, nan, nan, nan, 0.685, 0.021, nan, 0.000
0.430, 0.450, 1.047, 0.000, -0.006, 0.009, -0.016, nan, nan, 0.045, 0.048, 0.072, 0.143, nan, nan, 0.685, 0.021, nan, 0.000
0.430, 0.450, 1.047, 0.000, 0.000, 0.006, -0.015, nan, nan, 0.045, 0.048, 0.072, 0.143, nan, nan, 0.426, 0.685, nan, 0.000
0.440, 0.450, 1.023, -0.011, -0.017, -0.017, -0.034, nan, nan, 0.889, 0.516, 0.318, 0.263, nan, nan, 0.605, 0.748, nan, 0.000
0.440, 0.450, 1.023, 0.000, -0.011, -0.017, -0.030, nan, nan, 0.889, 0.516, 0.318, 0.263, nan, nan, 0.605, 0.748, nan, 0.000
0.440, 0.470, 1.068, 0.000, -0.006, -0.017, -0.026, nan, nan, 0.889, 0.516, 0.318, 0.263, nan, nan, 0.605, 0.748, 0.149, 0.000
0.450, 0.470, 1.044, -0.011, -0.017, -0.031, -0.042, nan, nan, 0.986, 0.776, 0.511, 0.370, nan, nan, 1.000, 0.793, 0.257, 12000.000
0.450, 0.500, 1.111, 0.000, -0.011, -0.025, -0.036, nan, nan, 0.986, 0.776, 0.511, 0.370, nan, nan, 1.000, 0.793, 0.257, 12000.000
0.450, 0.500, 1.111, 0.000, -0.006, -0.019, -0.031, nan, nan, 0.986, 0.776, 0.511, 0.370, nan, nan, 1.000, 0.706, 0.793, 12000.000
0.450, 0.480, 1.067, 0.000, 0.000, -0.014, -0.025, nan, nan, 0.986, 0.776, 0.511, 0.370, nan, nan, 1.000, 0.706, 0.793, 12000.000
0.470, 0.530, 1.128, -0.021, -0.032, -0.045, -0.062, nan, nan, 1.000, 0.949, 0.751, 0.542, nan, nan, 1.000, 0.722, 0.801, 12000.000
0.470, 0.530, 1.128, 0.000, -0.021, -0.037, -0.059, nan, nan, 1.000, 0.949, 0.751, 0.542, nan, nan, 1.000, 0.722, 0.801, 12000.000
0.500, 0.500, 1.000, -0.030, -0.055, -0.080, -0.107, nan, nan, 1.000, 0.983, 0.873, 0.687, nan, nan, 1.000, 1.000, 0.816, 12000.000
0.500, 0.530, 1.060, 0.000, -0.030, -0.065, -0.100, nan, nan, 1.000, 0.983, 0.873, 0.687, nan, nan, 1.000, 1.000, 0.816, 12000.000
0.480, 0.520, 1.083, 0.021, 0.016, -0.018, -0.055, nan, nan, -0.389, 0.103, 0.313, 0.360, nan, nan, -0.143, 0.474, 0.457, 2000.000
0.530, 0.520, 0.981, -0.047, -0.052, -0.092, -0.132, nan, nan, 0.689, 0.638, 0.629, 0.578, nan, nan, 0.838, 0.861, 0.804, 103000.000
0.530, 0.550, 1.038, 0.000, -0.038, -0.073, -0.120, -0.162, nan, 0.689, 0.638, 0.629, 0.578, nan, nan, 0.838, 0.861, 0.804, 103000.000
0.500, 0.540, 1.080, 0.030, 0.020, -0.005, -0.059, -0.106, nan, -0.410, 0.001, 0.197, 0.280, 0.333, nan, -0.375, -0.335, -0.263, -128500.000
0.530, 0.530, 1.000, -0.028, -0.014, -0.047, -0.100, -0.150, nan, 0.387, 0.342, 0.384, 0.401, 0.410, nan, -0.376, -0.328, -0.245, -128500.000
0.520, 0.530, 1.019, 0.010, 0.000, -0.017, -0.073, -0.128, nan, 0.008, 0.165, 0.271, 0.322, 0.356, nan, -0.380, -0.331, -0.298, -128500.000
0.520, 0.530, 1.019, 0.000, -0.005, -0.012, -0.064, -0.121, nan, 0.008, 0.165, 0.271, 0.322, 0.356, nan, -0.399, -0.371, -0.298, -128500.000
0.550, 0.550, 1.000, -0.027, -0.036, -0.055, -0.102, -0.161, nan, 0.768, 0.510, 0.447, 0.431, 0.426, nan, -0.387, -0.359, -0.287, -128500.000
0.540, 0.550, 1.019, 0.009, -0.014, -0.023, -0.075, -0.138, nan, 0.170, 0.276, 0.325, 0.354, 0.375, nan, -0.409, -0.397, -0.328, -106500.000
0.530, 0.550, 1.038, 0.009, 0.009, -0.005, -0.048, -0.115, nan, -0.302, 0.057, 0.209, 0.280, 0.326, nan, -0.961, -0.405, -0.368, -106500.000
0.530, 0.550, 1.038, 0.000, 0.014, -0.005, -0.039, -0.108, nan, -0.302, 0.057, 0.209, 0.280, 0.326, nan, -0.961, -0.414, -0.368, -106500.000
0.530, 0.510, 0.962, 0.000, 0.005, 0.002, -0.029, -0.101, nan, -0.302, 0.057, 0.209, 0.280, 0.326, nan, -0.707, -0.414, -0.368, -106500.000
0.550, 0.530, 0.964, -0.018, -0.027, -0.030, -0.056, -0.127, nan, 0.825, 0.480, 0.373, 0.364, 0.375, nan, 0.559, -0.126, -0.109, -7200.000
0.550, 0.550, 1.000, 0.000, -0.018, -0.023, -0.047, -0.121, nan, 0.825, 0.480, 0.373, 0.364, 0.375, nan, 0.683, -0.033, -0.019, -7200.000
0.550, 0.550, 1.000, 0.000, -0.009, -0.016, -0.041, -0.115, nan, 0.825, 0.480, 0.373, 0.364, 0.375, nan, 0.683, -0.015, -0.019, -7200.000
0.550, 0.510, 0.927, 0.000, -0.000, -0.016, -0.035, -0.109, nan, 0.825, 0.480, 0.373, 0.364, 0.375, nan, 0.677, -0.267, -0.019, -7200.000
0.510, 0.400, 0.784, 0.039, 0.059, 0.054, 0.044, -0.033, nan, -0.936, -0.614, -0.197, 0.047, 0.180, nan, 0.708, -0.300, -0.059, -7200.000
0.530, 0.550, 1.038, -0.019, 0.009, 0.014, 0.005, -0.064, nan, 0.015, -0.081, 0.033, 0.152, 0.236, nan, 0.772, 0.523, -0.043, -7200.000
0.550, 0.540, 0.982, -0.018, -0.027, -0.018, -0.030, -0.091, nan, 0.503, 0.249, 0.207, 0.241, 0.286, nan, 0.785, 0.542, -0.033, -7200.000
0.550, 0.530, 0.964, 0.000, -0.027, -0.014, -0.024, -0.084, nan, 0.503, 0.249, 0.207, 0.241, 0.286, nan, 0.785, 0.556, -0.033, -7200.000
0.510, 0.530, 1.039, 0.039, 0.049, 0.054, 0.050, -0.007, nan, -0.697, -0.401, -0.179, 0.001, 0.128, nan, 0.351, 0.488, -0.033, -7200.000
0.400, 0.500, 1.250, 0.137, 0.256, 0.297, 0.320, 0.263, nan, -0.944, -0.794, -0.590, -0.361, -0.164, nan, -0.240, 0.473, -0.264, -7200.000
0.550, 0.520, 0.945, -0.136, -0.086, -0.057, -0.036, -0.076, nan, 0.397, 0.182, 0.107, 0.108, 0.147, nan, -0.120, 0.650, -0.249, -7200.000
0.540, 0.520, 0.963, 0.009, -0.074, -0.042, -0.020, -0.053, nan, 0.279, 0.127, 0.071, 0.082, 0.126, nan, -0.128, 0.688, 0.481, -7200.000
0.530, 0.440, 0.830, 0.009, -0.047, -0.019, -0.002, -0.030, nan, 0.095, 0.062, 0.033, 0.055, 0.106, nan, -0.104, 0.547, 0.369, -7200.000
0.530, 0.440, 0.830, 0.000, 0.014, -0.019, -0.002, -0.025, nan, 0.095, 0.062, 0.033, 0.055, 0.106, nan, -0.302, 0.547, 0.380, -7200.000
0.500, 0.500, 1.000, 0.030, 0.050, 0.028, 0.054, 0.036, nan, -0.599, -0.189, -0.094, -0.028, 0.045, nan, -0.737, 0.099, 0.351, -7200.000
0.520, 0.500, 0.962, -0.019, -0.000, -0.019, 0.012, 0.001, nan, 0.133, 0.018, -0.000, 0.026, 0.080, nan, -0.695, -0.371, 0.346, -7200.000
0.520, 0.560, 1.077, 0.000, -0.005, -0.017, 0.008, 0.004, nan, 0.133, 0.018, -0.000, 0.026, 0.080, nan, -0.599, -0.371, 0.479, -7200.000
0.440, 0.540, 1.227, 0.091, 0.125, 0.173, 0.176, 0.184, nan, -0.864, -0.544, -0.309, -0.172, -0.066, nan, -0.692, -0.445, 0.445, -7200.000
0.440, 0.550, 1.250, -0.000, 0.091, 0.142, 0.161, 0.180, nan, -0.864, -0.544, -0.309, -0.172, -0.066, nan, -0.944, -0.290, 0.445, -7200.000
0.500, 0.550, 1.100, -0.060, -0.050, -0.005, 0.015, 0.038, nan, 0.488, 0.111, -0.005, -0.006, 0.038, nan, -0.376, -0.185, 0.477, -7200.000
0.500, 0.530, 1.060, 0.000, -0.060, -0.012, 0.014, 0.039, nan, 0.488, 0.111, -0.005, -0.006, 0.038, nan, -0.014, -0.374, 0.115, -7200.000
0.560, 0.530, 0.946, -0.054, -0.107, -0.112, -0.092, -0.070, nan, 0.869, 0.493, 0.229, 0.134, 0.128, nan, 0.039, -0.339, -0.225, -7200.000
0.540, 0.530, 0.981, 0.019, -0.028, -0.069, -0.059, -0.035, -0.106, 0.249, 0.253, 0.129, 0.080, 0.093, nan, -0.100, -0.345, -0.294, -7200.000
0.550, 0.520, 0.945, -0.009, -0.023, -0.080, -0.076, -0.050, -0.119, 0.436, 0.326, 0.168, 0.103, 0.107, 0.126, -0.379, -0.454, -0.374, 7800.000
0.550, 0.500, 0.909, 0.000, -0.000, -0.073, -0.072, -0.049, -0.115, 0.436, 0.326, 0.168, 0.103, 0.107, 0.126, -0.379, -0.554, -0.265, 7800.000
0.530, 0.500, 0.943, 0.019, 0.024, -0.017, -0.021, -0.012, -0.078, -0.520, -0.013, 0.046, 0.045, 0.071, 0.104, -0.375, -0.604, -0.421, 7800.000
0.530, 0.370, 0.698, 0.000, 0.019, 0.005, -0.024, -0.012, -0.075, -0.520, -0.013, 0.046, 0.045, 0.071, 0.104, -0.375, -0.499, -0.566, 7800.000
0.530, 0.430, 0.811, 0.000, 0.009, 0.012, -0.025, -0.013, -0.071, -0.520, -0.013, 0.046, 0.045, 0.071, 0.104, -0.907, -0.499, -0.566, 7800.000
0.520, 0.430, 0.827, 0.010, 0.014, 0.036, -0.007, 0.005, -0.050, -0.869, -0.243, -0.029, 0.012, 0.052, 0.093, -0.927, -0.532, -0.567, 7800.000
0.500, 0.430, 0.860, 0.020, 0.040, 0.063, 0.029, 0.043, -0.009, -0.966, -0.533, -0.167, -0.051, 0.015, 0.071, -1.000, -0.559, -0.566, 7800.000
0.500, 0.410, 0.820, 0.000, 0.025, 0.053, 0.029, 0.041, -0.007, -0.966, -0.533, -0.167, -0.051, 0.015, 0.071, -1.000, -0.559, -0.650, 7800.000
0.370, 0.420, 1.135, 0.176, 0.277, 0.361, 0.365, 0.394, 0.341, -0.998, -0.914, -0.621, -0.349, -0.184, -0.058, -1.000, -0.574, -0.690, -10200.000
0.430, 0.430, 1.000, -0.070, 0.047, 0.137, 0.161, 0.190, 0.153, -0.064, -0.274, -0.259, -0.168, -0.083, -0.001, 0.227, 0.084, -0.027, 57700.000
